rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,label,user_timestamp,user_review_burst
5,"Cute box, so many rubber bands",Perfect for my dread extensions and so many more things to do w hair,[],B07RT8VJ8W,B07RT8VJ8W,AFOAEN5APKKJFWHQGVTA2DD6PUNQ,11/23/2019 11:53,0,TRUE,0,99999,99999
5,New and improved formula,The new formula feels better than the old and the bottle is much bigger than it appears. Nice product and awesome customer service! Thank you!!,[],B01IAHC3KY,B01IAHC3KY,AHGHNEVJ27OZM7P27S4ZEKNVJW4A,11/14/2017 17:20,0,FALSE,1,99999,99999
5,Good,Good,[],B07QC2CMQC,B07QC2CMQC,AHCUWYGG7LEF3NXLE45GKMULV6FA,12/10/2019 23:20,0,TRUE,1,99999,99999
1,Deceptive video,"This does not go on as the videos show.  It's hair gel, and the color doesn't saturate.  You end up with a sticky mess of unmovable hair, and not the color you want.",[],B06WP1ZDRR,B06WP1ZDRR,AF6RABBWR7N4DEKMQ7BW7ZET7FOQ,12/18/2017 9:40,2,TRUE,0,99999,99999
2,Not that great,My hair is very straight and this doesn't help it curl at all. It may make it a little fuller but not very noticeable.,[],B00I1DDONI,B00I1DDONI,AFM3FWNBYOEAPBC2INO6WZJ52T4A,4/7/2015 20:53,1,TRUE,0,99999,99999
1,Maybe it's just the tiny travel size?,It didn't go on my skin at all. I had to pick it off and apply with my fingers which is fine if I'm buying the pot of deodorant but I hate that stuff so I buy it on sticks. This didn't do the trick.,[],B01IDOV7TC,B01IDOV7TC,AEYYHXGYAPPEINIVTMPYG42M45CA,9/18/2017 2:00,0,TRUE,0,99999,99999
5,So easy to use...and the SHINE!!!,lOVE these products.  Never going back to the more popular brand.  This combo is worth its weight in gold.  So impressed!!,[],B07DMD8M5T,B07DMD8M5T,AHEBPORT7IW4ZJXU2DCDDV5MGXKQ,9/16/2020 18:13,0,TRUE,0,99999,99999
2,Recommend for top lid use only,Do NOT use if you have watery eyes. Recommend for top lid use only...,[],B00853F6ZS,B00853F6ZS,AFJQYWS64ST5746T2O2LYACDWQLA,3/16/2015 15:33,0,TRUE,0,99999,99999
1,Perfect,Amazing!,[],BFCN9EH4CK,BFCN9EH4CK,RWVAZM4H01VHEPHJ,9/13/2020 12:26,0,FALSE,1,99999,99999
4,"great shave, dulls quick","the razor has really impressed me with the close, smooth shave i can achieve with it. i have also found that my thick/coarse hair does not clog between blades like it has with other razors.  however, the blades seem to dull way faster than the blades on my old quattro.",[],B007MXK11G,B007MXK11G,AHRDRZVDMO7GH3RA6TS2ZXPR4RXA,12/19/2012 4:06,1,TRUE,1,99999,99999
4,Good beard butter,their beard butter is great.  This scent wasn't for me though.  I'd recommend snow leopard and bourbon and sandalwood.,[],B07YYGL9BJ,B07YYGL9BJ,AEISR5HVGWTRLLWKJL75WKXLHCRQ,3/19/2020 20:33,0,TRUE,0,99999,99999
5,NOTHING has come close to relieving his eye discomfort like this has,I can't speak any higher of this product.  This has been a godsend for my father who has permanent bels palsy affects.  NOTHING has come close to relieving his eye discomfort like this has.  Highly recommended!!  Not as many  medical professionals know about this.  He gets many inquiries at the hospital and doctors offices.  Spread the word!,[],B00JFDBHQE,B07KYWXBDZ,AGAC2NEVLTR2W3GIQBENZEDNUKXA,9/28/2015 11:33,9,TRUE,0,99999,99999
5,Eyebrows look great!,Smooth and long lasting I love it,[],B01N1NC4EJ,B01N1NC4EJ,AEXSIVVU74KQQIUFO7LDT5GNQJ6A,12/22/2018 23:06,0,TRUE,1,99999,99999
1,Doesn't Work,It does not get your blackheads!  I've tried it twice now.  I will be returning it.  My nose strips did a better job.,[],B06WRQSSBD,B06WRQSSBD,AHPA4BSDAA7L67UWE354YTUYMWUQ,3/14/2017 11:13,8,TRUE,0,99999,99999
1,Chalk broken,The black chalk was broken when I opened it. Fell all over my carpet and was not easy to clean.,[],B099DP56V1,B099DP56V1,AEM6L7YFNML4EMSE5ZIWAKPLS5MQ,12/5/2021 2:06,0,TRUE,0,99999,99999
5,Perfect Peppa pig cookie cutter,"Excellent, just as described! I only wanted the face, not the entire family for an upcoming party and this one was just what I needed and at the right price. Little one was super excited for her Peppa cookies.  Good quality & sturdy. Cut through the cookie dough perfectly.",[],B075RDG52W,B075RDG52W,AGH2LSSOYA2T3Q6BJJTLC7LFRIQA,9/18/2018 11:26,0,TRUE,0,99999,99999
5,Really helps with joint stiffness,"Like this product , although a little pricey.",[],B08ZBCGXSS,B08ZBCGXSS,AGFIQ24NZCASH6A2SK724GIK3A7A,4/11/2022 1:20,0,TRUE,0,99999,99999
1,Just doesn't work,Save your money.  This product just doesn't  work as advertised.,[],B08XQ881PC,B08XQ881PC,AFGUZETSHWJ2QFLNNUILDO3RMXXA,8/9/2021 17:26,0,TRUE,0,196560000,98329999.5
5,Five Stars,Great quality and really smooths the beard.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Tm+e6XvNL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Tm+e6XvNL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Tm+e6XvNL._SL256_.jpg'}]",B01MR513G3,B01MR513G3,AHFTP6FMLIKSDV3KHXDW2FATVN5A,1/21/2018 18:40,0,TRUE,1,99999,99999
4,Gorgeous nails,"The nails themselves are gorgeous but the instructions say to use a drop from a bottle of supposedly enclosed nail glue and there wasn't any in my box, just nail strips (just a heads up).",[],B077YWKVPP,B077YWKVPP,AFFAGRLRKXQSEJC5SVCRLGV5KHPA,5/26/2018 13:06,0,TRUE,0,99999,99999
5,Five Stars,Bright colors and love the tie dye.. Right thickness as I have short hair and not too tight.,[],B00I12SP8I,B00I12SP8I,AEXALYMNKTQT3LUXDJQVNL6TDVLQ,1/10/2017 1:00,0,TRUE,0,99999,99999
5,Great product!,I use this bin for my sewing threads.  It has worked great and keeps the dust off threads I don't use all the time.,[],B075RB3XJV,B075RB3XJV,AFBFQH4VSY36RVZBNFZUV47ORMIA,10/30/2018 17:20,0,TRUE,0,99999,99999
5,Perfect consistency,This is by far the best base I’ve bought. It mixes well with powder and liquid pigments and scents. Very moisturizing. 10/10 will be purchasing from now own.,[],B083K6277W,B0982TYDMK,AE3GSG6RZA2COLD2OK56SZLMZ3IQ,9/8/2022 12:26,0,TRUE,0,99999,99999
4,So Convenient! Feels professional grade,"I needed this so bad for my eyebrows. I'm on social media, but keep incognito here. And I'm a makeup artist and own a business. I'm constantly shopping for the BEST; the BEST quality, the BEST price!  And this is just fantastic! The ease in using it, just pop it in the microwave and wax away. The wax is strong, it feels professional grade, and, it's so convenient. Buying again once it's done!",[],B074FST3SZ,B074FST3SZ,AEMBITAC77CG3TW67CBAOPOVKMDQ,6/6/2018 21:20,3,TRUE,0,99999,99999
4,Nice,It definitely was nice but a bit more purple than I wanted,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bJLls6EmL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bJLls6EmL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bJLls6EmL._SL256_.jpg'}]",B07PXP1TNB,B07PXP1TNB,AE6BMWYVJS7UHVIMHQ5HG6MWHLEA,8/21/2019 6:46,0,TRUE,1,51500000,25799999.5
5,A beautician's dream,"Beauticians, listen up: your clients will thank you for using this!",[],B07FFG6TGS,B07FFG6TGS,AGN4VUKDQDUTT7F24VSKOMBLJ2WA,1/15/2019 22:06,0,TRUE,0,99999,99999
4,Great color,Like the product it was a little too long for me,[],B075MYXVQB,B075MYXVQB,AFY5ILM5LYXEGKY2BSLSW7KDRR2Q,1/1/2019 19:13,1,TRUE,0,99999,99999
2,Gud,Gud,[],B0B1TZ8JJY,B0B1V1RQTC,AGCGPSOZAX6LQWBKN3VVQBGN2BUQ,8/23/2023 19:46,0,TRUE,1,99999,99999
1,Omg,GAVE ME LICE. I was in quarantine alone for 3 months  when it happened -,[],B0796TH5CG,B0796TH5CG,AFTWA7RK5JHTOSOTU3NCZ4HA3TMA,9/6/2020 22:06,0,TRUE,0,99999,99999
1,Loved it until it stopped working!!,Love how quickly my curly frizzy hair is smooth and shiny!!<br />Unfortunately after a month ot stopped working and smelled burnt.<br />So disappointed since it was a Christmas gift.,[],B08D3H5DV4,B08D3H5DV4,AFAJCBKVLEO47LGWKHUFC7WKV5RQ,1/31/2021 16:20,2,TRUE,0,99999,99999
1,Does not lay properly.,The hair became frizzed and didn't lay flat after 3 days.,[],B08PD42FHX,B08PD42FHX,AG53J7KHBBJ5X64MKK2HWMDJVEFQ,3/9/2021 17:13,0,TRUE,0,99999,99999
1,Looks darker in container...,This is waaaay to light to even be considerd 'warm'. Bought to blend in tan in summer for swimming. Look like a giesha girl!! Sending it back!😡,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mMdOVjJzL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mMdOVjJzL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mMdOVjJzL._SL256_.jpg'}]",B01MT5C6R9,B01MT5C6R9,AGCL7CSJ6ZN3EEHQCZC5RLRRK6TQ,6/7/2018 16:46,0,TRUE,0,99999,99999
2,If you have sensitive skin this product may not be for you!r,Broke my face out bad!,[],B07YCL87MS,B07YCL87MS,AHAU4OUXPHIK3NES6U7C6YSB5EHQ,8/11/2020 1:40,0,TRUE,1,99999,99999
4,Best human hair extensions,"This extensions are very smooth and shiny , doesn’t get tangled , blends very well my natural color which is almost black . I ordered the color natural black . So far , the best human hair extensions I have found . I wish they weren’t so thin , but I don’t have a lot of hair anyway so it looks nice .","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/615HGVmefGL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/615HGVmefGL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/615HGVmefGL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717YYj09LsL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717YYj09LsL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717YYj09LsL._SL256_.jpg'}]",B0749L8JKV,B0749L8JKV,AEVJTHAT5AZ3DAPR5UAU7CFLMWDQ,11/1/2018 2:40,5,TRUE,0,99999,99999
5,Love so cute,Comfy and super cute and stays put,[],B07TCW2ZST,B07TCW2ZST,AEZIJLRSLYMRQHZXXV7NHMNPJLBA,6/27/2020 23:20,0,TRUE,1,99999,99999
1,Not true to length,Not not true to length I ordered a 24 inch it looks like 16 very disappointed,[],B08X9YH4V8,B08X9YH4V8,AFWI6PIBILSKWSKGTDJCLQKBOVDA,4/16/2021 21:53,2,TRUE,0,99999,99999
5,Five Stars,Fuller has always had great brushed.,[],B0006B0W42,B0006B0W42,AEVI2JDRM5ROKBCGORTQ3RUFASQQ,11/18/2015 1:26,0,TRUE,1,99999,99999
5,Best ever,Highly recommend!,[],BXHDMOU946,BXHDMOU946,VMTZG82ATPQOE0EQ,8/26/2021 17:46,0,FALSE,1,99999,99999
5,glad it is still,One of my favorites: glad it is still available,[],B000MT1GHA,B000MT1GHA,AF5EU4FK456XTZOK6BUPOV2SBHZA,12/9/2017 22:53,0,TRUE,0,99999,99999
5,Five Stars,perfect,[],B00DD4KWSK,B00DD4KWSK,AF2CNR76WEBGACSGT77QGDELCOPA,7/21/2015 3:40,0,TRUE,1,99999,99999
5,Great hold,"With myself and my girls having really thick hair, we beak clips like crazy. These are metal and have held up!! They also hold the hair tighter like a pony tail. They can also be dressed up to look elegant. Great for all occasions.",[],B08BG42L39,B08BG42L39,AEQGR4YJJFSHOPKIHH4MM3WFKLJQ,12/5/2020 1:00,0,FALSE,1,99999,99999
5,Un olor muy rico,Mi favorito 😍,[],B08BJJP372,B08BJJP372,AGGXJ3PP7QRO66MBVBHCVFGTZWJQ,6/6/2021 20:06,0,TRUE,1,99999,99999
1,Nice,I love it so much!!!,[],B6W75YFXGK,B6W75YFXGK,R585WUJF7BURV8TJ,3/9/2024 16:00,0,FALSE,1,99999,99999
5,Five Stars,I have such sensitive skin and I’m so happy I’ve found a product that doesn’t irritate my face.,[],B079NV9PBG,B079NV9PBG,AHVKSHTD6HB2VILVZBS4V62QCASQ,5/25/2018 1:00,0,TRUE,0,99999,99999
4,"this necklace goes with everything,  love it!",Thinner than expected but nice.  Many compliments.,[],B00FB5ENFC,B00FB5ENFC,AEFXCSNTBSIZ5KNKYWP4R5BWWBHA,4/12/2015 20:20,0,TRUE,1,99999,99999
5,Nice color,Husband Likes it.  Color nice.  Sturdy.,[],B07DH15ZC7,B07DH15ZC7,AEZUN3H3TLV36XWYBCP4GHAWJZBA,1/31/2020 5:53,0,TRUE,1,99999,99999
4,Four Stars,Very cute n dainty...,[],B00P0BLZFI,B00P0BLZFI,AEUMJFNBR42T64VBX56PGF2O7RCQ,2/22/2016 16:53,0,TRUE,1,99999,99999
5,I don't know a ton about razors but I do know when the man is happy with his,"I got this shaver as a gift for my husband who normally uses those shavers where you keep the handles but have to constantly buy the disposable heads.  I've always seen pictures of these types of razors in shaving commercials so I figured I would give him a little gift. And WOW! I really didn't expect it to go over as well as it did! I don't know a ton about razors but I do know when the man is happy with his.<br /><br />As soon as I got it and gave it to him, he was a little reluctant to change his routine.  But then I couldn't get it back from him even to do a review for it! He loves it!  He says it gives him a much closer shave (probably due to the fact that there's an actual razor blade inside the shaver) and that, while it's a little weird shaving with just the edge of a razor (instead of having those disposable heads against his cheek) he's starting to prefer it because of the results he's getting.<br /><br />And it's really easy to clean! You simply turn a knob in the handle and the shaver opens and you can take out the blade inside and give it a little rinse and you're done!  My husband applies a little oil to make it go further but it's a less than 30 second job and he sets it to dry to be ready for the next use.<br /><br />After his experience, I really recommend this shaver to anyone else in the market who may have the same experience as him! My husband is a very hard man to impress and the fact that this has immediately become his new favorite razor says a lot to me and I hope it does to you as well.<br /><br />*Disclaimer: I received this product at a discount for my honest and unbiased feedback. I do not review anything I wouldn't trust to use on my own body or on my family. My analysis is based on actual use and with the interests of the customer being my primary concern. Thank you for taking the time to read my review.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C+0JEhbgL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C+0JEhbgL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C+0JEhbgL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IkRHp6o-L.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IkRHp6o-L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71IkRHp6o-L._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LiJpksnQL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LiJpksnQL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LiJpksnQL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71P0wEtnpgL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71P0wEtnpgL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71P0wEtnpgL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Q4Y9uujrL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Q4Y9uujrL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Q4Y9uujrL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71X3qDDKrNL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71X3qDDKrNL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71X3qDDKrNL._SL256_.jpg'}]",B019DD2PRU,B019DD2PRU,AFWXSCXQSNWUK7DXWG3EXA3FLI7A,4/7/2016 6:20,1,FALSE,1,99999,99999
5,Good product,Nicely made,[],B07W7RC3JK,B07W7RC3JK,AHIHQAUDJDZJVQQ2DNUNB4ZKKBZA,12/10/2020 22:40,0,TRUE,1,99999,99999
4,Service sending the package and email follows ups were great!,Brush quality and sizes were exactly as described.  Service sending the package and email follows ups were great!,[],B00R1TAN7I,B00R1TAN7I,AHY5FTAJMLFMBUBU52VQX52XMMIA,4/29/2015 23:26,0,TRUE,0,99999,99999
5,Good product,Long lasting and easy to apply.,[],B07T18681V,B07T18681V,AHU453AHXYL7CLKHN7QNVKXYSZGQ,9/15/2021 1:40,0,TRUE,1,99999,99999
5,If you like stamping you will love She Modern Sticky Stamping Polish!,There is nothing to dislike about She Modern sticky stamping polishes you get a little more play time for pickup and transfer and it stays sticky for quite a while so you can add those gorgeous glitters pigments or even foils! Tou might think its a small bottle but you don't need alot of product so they last a long time. It's the same for all she modern products! CHECK THEM OUT! You won't regret it!,[],B08B817V6L,B0BXXD1FZ4,AF4KYXFTZBTXDOS4KL3FDDP7TXKQ,8/1/2022 16:06,5,TRUE,1,99999,99999
1,HAIR,"HAD TO MUCH HAIR ON IT , DID NOT LOOK REAL AT ALL",[],B07VTLFWCW,B07VTLFWCW,AEWYCERVRJQ7OVUQFPGSSQCOVTEA,1/19/2020 18:53,0,TRUE,1,99999,99999
5,Works!,"I really like this cleanser have been using and no more flakes on my eyelashes. Dont really care for the foam, would prefer liquid or cream type.",[],B014I0FDVI,B014I0FDVI,AEG3HW622LA7TKJNCJBPHSRBNV6A,10/8/2019 18:40,0,TRUE,0,99999,99999
5,Nice paint,My daughter needed paint for school. This box was perfect. She has an easel at home and she uses this as a palette to paint her cute 4 year old pictures.,[],B00DDTW5A8,B07C1YQTGN,AHZ6AHZAAJCOBBWLL2Q3DXVAKTNQ,9/25/2021 0:33,0,TRUE,0,99999,99999
5,Transformed my skin,"This serum is AMAZING. Took away the fine lines around my eyes. No sticky, heavy feeling. Within days my skin looked softer and was even smoother to the touch! I even got compliments on how beautiful my skin looked! &#34;Flawless&#34; was the word they used! Definetly worth the money!",[],B00NT0AR7E,B00NT0AR7E,AGL3BSSWATWNQ7AMZFC5RAYYPRKQ,8/18/2015 1:06,0,TRUE,1,99999,99999
5,Five Stars,Great bows!! Love them!,[],B01FHYPJO0,B0998YBC4T,AG4E3FHZERDY655NV5DTAPWLPIEQ,7/13/2016 20:00,0,TRUE,1,99999,99999
5,Works Well,"This product works well. The time the eyeliner takes to dry seems to be quite long when applying makeup. Once dry, any magnetic eyelash will work. Removal is not super hard, but not easy. Seems to peel off rather than dissolve in oil free makeup remover. I do like it.",[],B08KJF6Y6C,B08KJF6Y6C,AEIJ5RMONRJOKAF3W7ORGHJ3HJNA,12/28/2020 1:46,0,TRUE,1,99999,99999
5,I love it,These worked perfect for me! I was trying to find a gel top coat to put on top of my powder dip color. You have to rough up the nail for it to stay on but if  you do that it will stay on for a long time! I would order this again and recommend them to my friends,[],B07DMD8M5T,B07DMD8M5T,AGJQ35DGCWNJCSBLV6YEHURUSJJA,3/29/2020 13:53,0,TRUE,0,99999,99999
5,"Great idea for a travel bag, exactly what I was looking for...","**Edit** Seller had a new bag sent over to me, and it was in perfect condition, not at all stiff, and works great. I love the concept of this bag for travel, as I can see everything I have in the bag, and where it's at. Looking forward to using it for many trips to come. Thanks for such great customer service!<br />*****<br />Original review:<br />While I love the concept behind this bag, and the purpose and use for it was exactly what I was looking for, the material it's made out of is perhaps a bit too stiff for the application. When the bag arrived, it was already damaged, with a small hole at a crease that can't be helped, due to the shape and closure of the bag.<br />Because I needed this for a pending vacation, and it was the only one like it I could find on Amazon, I went with it. The bag served it's purpose, but because of the damage already present, and the wear and tear that invariably happens during travel, it will likely need to be replaced within the year.<br /><br />Great concept. Needs some revisions.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Ghq4lEUNL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Ghq4lEUNL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Ghq4lEUNL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Wg+1oi1aL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Wg+1oi1aL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Wg+1oi1aL._SL256_.jpg'}]",B06WGVTWDS,B06WGVTWDS,AH7TEYCVEGA5B2K3CPO3OG7ZLREA,4/13/2018 20:06,1,TRUE,0,99999,99999
4,They are individually wrapped,Use for travel.,[],B008JHO4E4,B008JHO4E4,AGPMOGLATOSFEPLA72XID6TXM3WQ,7/5/2022 16:53,0,TRUE,1,99999,99999
1,Highly recommend,Best purchase ever!!!,[],BDQ0QCNPVC,BDQ0QCNPVC,QYVQ8KPY94U1I6XM,1/7/2021 6:13,0,FALSE,1,99999,99999
5,Beautiful turquoise color!,So gorgeous!!,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/711xzd+StSL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/711xzd+StSL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/711xzd+StSL._SL256_.jpg'}]",B07RM6XVKS,B07RM6XVKS,AHIOSFHVFBMQZPVZ2E4CFTYQ4T5A,10/13/2021 1:53,0,TRUE,1,99999,99999
5,Cute & Fashionable,"So adorable! Very sturdy and light. Plus, it's a perfect size to use for make touchups or if I need it in case I didn't bring my mirror.",[],B07NW7F2KG,B07NW7F2KG,AFTQO2WUGNK6PCIZB346ULZPFJMQ,6/29/2019 23:13,0,TRUE,0,99999,99999
1,Great,Highly recommend!,[],BRRIEE39XQ,BRRIEE39XQ,J4DFJV70N9OMUOV0,8/8/2022 23:06,0,FALSE,1,99999,99999
1,Bad color,Color was bad. Had to sned it back,[],B0756CB77V,B0756CB77V,AERD7OEHF76IDPAKE52NNH2BHKRQ,5/9/2021 11:33,0,TRUE,0,99999,99999
5,These are really large and smell amazing!,I ordered these for shower favors. These smell AMAZING and are much larger than I thought they would be. Reasonably priced and packaged perfectly. I will keep them in the box it came in for display. These appear to be high quality. I'm hoping that I will get to try one out to see how they feel.,[],B07JFLM3DV,B07JFLM3DV,AHLNYDFYFQ5RMXS7GFKY3C7VOM6Q,7/15/2019 17:00,33,TRUE,1,99999,99999
1,Sucks,1- hot mess!!,[],B08Z3QJ439,B08Z3QJ439,AHGX7GZJRD4TPM2AJSAHZMJIGEWQ,6/30/2021 19:06,0,TRUE,1,99999,99999
5,Easy to use,I used these products with one of their polishes. The finished nails look nice. I have no clue how long you are supposed to cure base or top coat. I couldn't find any information on it even looking on Laquna Moon site. I have a LED 24watt nail lamp. I cured base 30 seconds and top coat 60 seconds which is same cure time as their polish. I just did nails so I'll update later on what kind of wear I get. My work can be hard on my nails so keep your fingers crossed.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Ro0AsrlQL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Ro0AsrlQL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Ro0AsrlQL._SL256_.jpg'}]",B07JWFTZLS,B07JWFTZLS,AGPYBEWJHYSZOGU4P5NXV2MMFJPA,5/24/2019 23:20,0,TRUE,0,99999,99999
5,I love it!,Luyi Hair Jewelry is very easy to use and looks beautiful in the hair.<br />It comes in assorted colors.,[],B08P9P9QQP,B08P9P9QQP,AFBQXSBMNCQA2PNH52UOCECYMBQA,3/2/2021 4:40,0,TRUE,0,99999,99999
5,Works great.,"Perfect for stinky man B.O.! OMG, I use to squawk at my husband for smelling and now no more stinky man!<br />Love it!!! The only thing, it's too darn expensive $$.",[],B09XBSDCXP,B09XBSDCXP,AH7BU3I57V3L7BM2RFNSVWDGUIMQ,7/15/2022 18:33,0,TRUE,1,99999,99999
5,Back rubs and more,Back scrubber massage and rubs back muscles the right way.,[],B08YDHYJXK,B08YDHYJXK,AFXJT4OYZK537OYYIEADWLZGOLIQ,8/15/2022 2:20,0,TRUE,0,99999,99999
5,Great choice,Exactly what I was looking for,[],B089ZZ1F85,B089ZZ1F85,AH5GOJZKI2A6X3UVM5ZLZRIZEM7A,10/30/2020 3:53,0,TRUE,1,99999,99999
5,My Favorite Beauty Helper,"OMG !!!!!!!  I have been cruising Amazon for this exact item for quite some time and was thrilled to see it for an excellent price. I had been to retail and beauty supply stores everywhere I went, only to be told I could not order just the unit. I had already purchased extra rollers with my original unit. My Caruso Steam Unit gave up the after some major miles, through many hair styles.<br /> I have very thick, straight American Indian hair that was prematurely gray hair before I could graduate high school.  I purchased the Caruso Steam set and many extra curlers years ago when it first came on the market. I had tried various kinds of steam roller sets that were difficult to wrap my straight hair around. They were pokey and heavy with painful steel pins to hold rollers in my hair; only for the curls to fall out almost immediately. I tried ceramic, adjustable heat settings, and many different curling irons and dryers that was new on the market. I combined hair gels or mousse with them only to have curls and waves fall out within minutes. I went to beauty school (lol) after high school. Really not my thing<br />The new unit I received is not round like this picture. It is kidney shaped.<br />The old version I had to add a small amount of salt to the water.<br />The newer version has a slider switch for OFF, STEAM and IONIC STEAM.<br />I love, love, love the Caruso Steam for my hair.<br />I used 6-8 curlers for my whole head.<br />Literally seconds to put each in and about the time I get them all in it is time to take them out. Just like my old Caruso Steam unit (without the salt).<br />My curls last three days minimum.<br />I DO NOT use hair products on my hair ever.<br />Curls are soft and natural feeling.<br />Caruso Steamer does not damage hair. Stopped perms many years ago after finding this steamer. This amazing steamer adds shine to my curls. I can run my fingers through my hair as much as I want.<br />There is never those bent ends of hair, curls just fall, I shake my head, move a curl or two with my fingers and I am out the door.<br />I have missed this little time saver and am continually complimented on my hair and how much younger I look.<br />I hope this helps someone, lets me know how you use your Caruso Steamer",[],B000NWMOBS,B000NWMOBS,AFSCRSWSQBI7E47J4UBIY3GDDKGQ,8/3/2015 5:33,8,TRUE,1,99999,99999
1,Great,Wonderful!,[],BMOU3XDXD0,BMOU3XDXD0,MQHXP6SBQS7YNN9G,3/28/2023 10:40,0,FALSE,1,99999,99999
2,Not what it looks like,Doesn't look like the photo. Sheds,[],B09531WC8Y,B09531WC8Y,AFL6NLQLVFOGOQJZLTFMDF37KYQQ,7/29/2021 23:06,0,TRUE,1,99999,99999
1,Broken bottle,My bottle of topcoat arrived broken.,[],B07DMD8M5T,B07DMD8M5T,AEV7ZR6H6UMBDN4CHBZ447I7CCIA,12/5/2020 3:46,0,TRUE,1,99999,99999
5,Highly recommend,Would buy again!,[],BJ23CMIYR1,BJ23CMIYR1,XD7ITQRT8G7QNCWZ,11/14/2023 22:13,0,FALSE,1,99999,99999
